pn_lot,post_num,is_winner,fz
0136300015121000027_,664508,1,44fz
0136300015121000031_,664508,1,44fz
0136300015121000033_,664508,1,44fz
0373100070621000021_,388417,0,44fz
0873500000821003359_,388417,0,44fz
0873500000821004947_,388417,0,44fz
0373200580721000011_,388417,0,44fz
0873500000821003688_,388417,0,44fz
0373200059721000307_,388417,0,44fz
0873500000821003156_,388417,0,44fz
0873500000821003650_,388417,0,44fz
0873500000821004186_,388417,0,44fz
0373200059721000220_,388417,0,44fz
0873500000821005059_,388417,0,44fz
0373500001421000112_,388417,0,44fz
0873500000721000011_,388417,0,44fz
0373100067521000025_,388417,0,44fz
0873500000821004151_,388417,0,44fz
0373200032221000717_,388417,0,44fz
0873500000821001885_,388417,0,44fz
0373200028321000007_,388417,0,44fz
0373200015521000223_,388417,0,44fz
0373200032221000772_,388417,0,44fz
0373200041521000420_,388417,0,44fz
0873500000821000365_,388417,0,44fz
0373200081221000336_,388417,0,44fz
0373200087821000529_,388417,0,44fz
0373200017521000171_,388417,0,44fz
0373200006221000662_,388417,0,44fz
0373200018821000631_,388417,0,44fz
32110288800_1,388417,0,223fz
0373200018821000990_,388417,0,44fz
0873500000821000362_,388417,0,44fz
0273000000121002341_,388417,0,44fz
32110520727_1,388417,0,223fz
32110361446_1,388417,0,223fz
32110036024_1,388417,0,223fz
0373500001421000098_,388417,0,44fz
32110365166_1,388417,0,223fz
0373200295621000003_,388417,0,44fz
0373200014221000615_,388417,0,44fz
0873500000821003647_,388417,0,44fz
0873500000821003713_,388417,0,44fz
0173100012621000034_,388417,0,44fz
0173200023721000002_,388417,0,44fz
0843500000222000735_,365583,1,44fz
0843500000222001440_,365583,1,44fz
0843500000222001455_,365583,1,44fz
0843500000222000144_,365583,1,44fz
0843500000222000700_,365583,1,44fz
0843500000222000569_,365583,1,44fz
0843500000222000788_,365583,1,44fz
0843500000222001452_,365583,1,44fz
0843500000222000016_,365583,1,44fz
0143100005822000033_,815623,0,44fz
0143100008823000009_,815623,0,44fz
0143100005223000024_,815623,0,44fz
0143100005823000041_,815623,0,44fz
0843100000222000135_,815623,0,44fz
0843100000222000072_,815623,0,44fz
0343100004522000002_,815623,0,44fz
0343100004523000002_,815623,0,44fz
0843500000222006049_,366512,1,44fz
0843500000223001404_,366512,1,44fz
0343200025922000263_,366512,1,44fz
0843500000223001195_,366512,1,44fz
0843500000222005606_,366512,1,44fz
0174500001121005267_,767018,0,44fz
0360200004821000079_,767018,0,44fz
0860200000821000386_,767018,0,44fz
0301200064021000006_,767018,0,44fz
32109936897_1,767018,0,223fz
0335200008021000012_,767018,0,44fz
0372200159321000023_,767018,0,44fz
0372200109821000008_,767018,0,44fz
0373200013821000193_,767018,0,44fz
0373200017522000356_,398897,0,44fz
0373200017522000235_,398897,0,44fz
0373200017522000236_,398897,0,44fz
0373200017522000375_,398897,0,44fz
0873500000822000601_,398897,0,44fz
0373200017522000377_,398897,0,44fz
0873500000822000518_,398897,0,44fz
0373200017522000234_,398897,0,44fz
0373200017522000355_,398897,0,44fz
0373200017522000198_,398897,0,44fz
0873500000822000581_,398897,0,44fz
0373200017522000233_,398897,0,44fz
0373200017522000310_,398897,0,44fz
0873500000822001141_,398897,0,44fz
0873500000822000228_,398897,0,44fz
0373200017522000373_,398897,0,44fz
0373200060322000007_,398897,0,44fz
0373200017522000372_,398897,0,44fz
0373200017522000362_,398897,0,44fz
0373200041122000369_,398897,0,44fz
0373200017522000374_,398897,0,44fz
0373200000623000213_,851057,1,44fz
0373100031922000372_,851057,1,44fz
0373100072122001085_,851057,1,44fz
32211269552_1,851057,1,223fz
32313009707_1,851057,1,223fz
0373100020822000204_,851057,1,44fz
0373100084423000157_,851057,1,44fz
32313028257_1,851057,1,223fz
0373100072122000715_,851057,1,44fz
0303200036422000020_,851057,1,44fz
0373100031922000009_,851057,1,44fz
0373100031923000104_,851057,1,44fz
0373200006522000001_,851057,1,44fz
32211420984_1,851057,1,223fz
0373100072123001347_,851057,1,44fz
0303200036422000019_,851057,1,44fz
0373100031922000075_,851057,1,44fz
0373100031922000076_,851057,1,44fz
0373200087823000347_,851057,1,44fz
32211669296_1,851057,1,223fz
0373100031923000178_,851057,1,44fz
0373100031923000781_,851057,1,44fz
32211704099_1,851057,1,223fz
0373100031923000231_,851057,1,44fz
0373100031922000371_,851057,1,44fz
0373200017321000382_,398897,0,44fz
0873500000821004084_,398897,0,44fz
0373200017321000440_,398897,0,44fz
ATOM26042200245_1,865318,1,atom
ATOM30052200333_1,865318,1,atom
0773100000323000035_,865318,1,44fz
0773100000322000079_,865318,1,44fz
0773100000323000031_,865318,1,44fz
0773100000323000027_,865318,1,44fz
0773100000322000014_,865318,1,44fz
0773100000322000080_,865318,1,44fz
0773100000322000032_,865318,1,44fz
0773100000322000082_,865318,1,44fz
0773100000323000019_,865318,1,44fz
0773100000323000025_,865318,1,44fz
0773100000322000017_,865318,1,44fz
0773100000322000028_,865318,1,44fz
0744200000222004963_,851057,0,44fz
0373200000623000040_,851057,0,44fz
0850200000423000301_,851057,0,44fz
0331100004423000130_,851057,0,44fz
0373100045922000221_,851057,0,44fz
32211802324_1,851057,0,223fz
32211384764_1,851057,0,223fz
32313153257_1,851057,0,223fz
32211321448_1,851057,0,223fz
32312790324_1,454342,0,223fz
32212005155_1,454342,0,223fz
32211121122_1,454342,0,223fz
32313076504_1,454342,0,223fz
32211793479_1,454342,0,223fz
32312051590_1,454342,0,223fz
32312409779_1,454342,0,223fz
COM25042300067_1,454342,0,com
ATOM26052200027_1,865318,0,atom
0773100000323000034_,865318,0,44fz
ATOM07092200226_1,865318,0,atom
32110062788_1,454342,0,223fz
32110227485_1,454342,0,223fz
32110405178_1,454342,0,223fz
32109902088_1,454342,0,223fz
32110949629_1,454342,0,223fz
32110949625_1,454342,0,223fz
32110035249_1,454342,0,223fz
32110276956_1,717351,1,223fz
32110149035_1,717351,1,223fz
32110162338_1,717351,1,223fz
32110402833_1,717351,1,223fz
32110208963_1,717351,1,223fz
32110277487_1,717351,1,223fz
32110699356_1,720722,1,223fz
0301300234121000005_,720722,1,44fz
0301300068221000240_,720722,1,44fz
0301300234121000119_,720722,1,44fz
0301300016021000465_,720722,1,44fz
0301200034721000107_,720722,1,44fz
0301200034721000091_,720722,1,44fz
0301200034721000046_,720722,1,44fz
0301300315421000003_,720722,1,44fz
0301300264021000028_,720722,1,44fz
0301300264021000029_,720722,1,44fz
0301300380021000037_,720722,1,44fz
0169300012321000216_,720722,1,44fz
0169300012321000215_,720722,1,44fz
0169300012321000212_,720722,1,44fz
0301300121521000023_,720722,1,44fz
32110545327_1,720722,1,223fz
32110535369_1,720722,1,223fz
32110470933_1,720722,1,223fz
32110890549_1,720722,1,223fz
32110180051_1,720722,1,223fz
32110890486_1,720722,1,223fz
32110439397_1,720722,1,223fz
32110964336_1,720722,1,223fz
32110468868_1,720722,1,223fz
0369100010821000050_,720722,1,44fz
0369100008521000121_,720722,1,44fz
0369300300321000084_,720722,1,44fz
0356300076321000170_,720722,1,44fz
0356500006421000047_,720722,1,44fz
COM26102100027_1,527901,0,com
COM07042100070_1,527901,0,com
COM26102100050_1,527901,0,com
COM26102100048_1,527901,0,com
COM26102100065_1,527901,0,com
COM07042100089_1,527901,0,com
COM07042100127_1,527901,0,com
COM26102100078_1,527901,0,com
COM26102100067_1,527901,0,com
COM26102100037_1,527901,0,com
COM07042100114_1,527901,0,com
COM26102100073_1,527901,0,com
COM26102100059_1,527901,0,com
COM26102100029_1,527901,0,com
COM07042100125_1,527901,0,com
COM26102100022_1,527901,0,com
COM07042100118_1,527901,0,com
COM26102100015_1,527901,0,com
COM26102100066_1,527901,0,com
COM07042100083_1,527901,0,com
COM26102100032_1,527901,0,com
COM26102100045_1,527901,0,com
COM26102100060_1,527901,0,com
COM07042100059_1,527901,0,com
COM26102100020_1,527901,0,com
COM26102100054_1,527901,0,com
COM26102100068_1,527901,0,com
COM26102100044_1,527901,0,com
COM26102100019_1,527901,0,com
COM26102100016_1,527901,0,com
COM26102100079_1,527901,0,com
COM07042100066_1,527901,0,com
COM07042100042_1,527901,0,com
COM26102100018_1,527901,0,com
COM07042100076_1,527901,0,com
COM26102100031_1,527901,0,com
COM26102100036_1,527901,0,com
COM26102100064_1,527901,0,com
COM26102100017_1,527901,0,com
COM07042100052_1,527901,0,com
COM07042100010_1,527901,0,com
COM26102100080_1,527901,0,com
COM26102100075_1,527901,0,com
COM26102100069_1,527901,0,com
COM26102100024_1,527901,0,com
COM07042100035_1,527901,0,com
COM07042100032_1,527901,0,com
COM26102100038_1,527901,0,com
COM26102100026_1,527901,0,com
COM26102100053_1,527901,0,com
COM26102100056_1,527901,0,com
COM26102100052_1,527901,0,com
COM26102100062_1,527901,0,com
COM07042100011_1,527901,0,com
COM07042100026_1,527901,0,com
COM26102100072_1,527901,0,com
COM07042100121_1,527901,0,com
COM07042100019_1,527901,0,com
COM26102100047_1,527901,0,com
COM07042100060_1,527901,0,com
COM26102100081_1,527901,0,com
COM26102100058_1,527901,0,com
COM07042100038_1,527901,0,com
COM26102100049_1,527901,0,com
COM07042100046_1,527901,0,com
COM07042100067_1,527901,0,com
COM26102100025_1,527901,0,com
COM26102100023_1,527901,0,com
COM26102100061_1,527901,0,com
COM26102100046_1,527901,0,com
COM07042100086_1,527901,0,com
COM26102100043_1,527901,0,com
COM26102100021_1,527901,0,com
COM26102100051_1,527901,0,com
COM07042100061_1,527901,0,com
COM07042100094_1,527901,0,com
COM26102100077_1,527901,0,com
COM26102100070_1,527901,0,com
COM07042100123_1,527901,0,com
COM26102100033_1,527901,0,com
COM26102100057_1,527901,0,com
COM26102100028_1,527901,0,com
COM26102100034_1,527901,0,com
COM07042100050_1,527901,0,com
COM26102100042_1,527901,0,com
COM26102100076_1,527901,0,com
COM07042100040_1,527901,0,com
COM26102100035_1,527901,0,com
COM26102100055_1,527901,0,com
COM07042100129_1,527901,0,com
COM07042100018_1,527901,0,com
COM26102100040_1,527901,0,com
COM07042100081_1,527901,0,com
COM26102100063_1,527901,0,com
COM07042100027_1,527901,0,com
32312220177_1,454342,1,223fz
0366200035422000002_,552175,0,44fz
0319100014222000034_,552175,0,44fz
0373200014222000051_,552175,0,44fz
0848300053222000111_,552175,0,44fz
0122300006122000483_,552175,0,44fz
0318300065122000089_,552175,0,44fz
0371100006123000059_,552175,0,44fz
0151300049722000108_,552175,0,44fz
0373200017523000761_,552175,0,44fz
0816500000622000301_,552175,0,44fz
0373200086722000666_,552175,0,44fz
0373200006222001636_,552175,0,44fz
0373200041122000978_,552175,0,44fz
0369100013323000012_,552175,0,44fz
0373500001422000185_,552175,0,44fz
0301600005722000013_,552175,0,44fz
0875600002422000009_,552175,0,44fz
0373200642523000014_,552175,0,44fz
0373200032223000870_,552175,0,44fz
0371100006122000043_,552175,0,44fz
1056500004922000001_,552175,0,44fz
0318300065122000142_,552175,0,44fz
0373200017523000760_,552175,0,44fz
0340100002323000049_,552175,0,44fz
0122300006122000242_,552175,0,44fz
0373200017522000702_,552175,0,44fz
0180300000222000419_,552175,0,44fz
0139200000122005620_,552175,0,44fz
0127200000223005662_,552175,0,44fz
0301600006222000021_,552175,0,44fz
0373200035223000092_,552175,0,44fz
0318300065122000319_,552175,0,44fz
0373200018823001157_,552175,0,44fz
0373200554622000011_,552175,0,44fz
0324100006022000021_,552175,0,44fz
0163200000322001935_,552175,0,44fz
0319100030123000119_,552175,0,44fz
0375300008522000013_,552175,0,44fz
0372200100323000048_,552175,0,44fz
0163200000323000789_,552175,0,44fz
0118300003223000330_,552175,0,44fz
0121600003822000063_,552175,0,44fz
0373200653223000012_,552175,0,44fz
0328300032822000243_,552175,0,44fz
0133300010323000028_,552175,0,44fz
0573500000123000421_,552175,0,44fz
0342100011322000032_,552175,0,44fz
0301200046623000191_,552175,0,44fz
0373200006222000452_,552175,0,44fz
0148300014523000180_,552175,0,44fz
0373200032222000290_,552175,0,44fz
0373200642523000025_,552175,0,44fz
0316100015222000145_,552175,0,44fz
0573500000123000362_,552175,0,44fz
0335100009923000060_,552175,0,44fz
0373200174523000043_,552175,0,44fz
0127200000223004790_,552175,0,44fz
0373200624322000060_,552175,0,44fz
0373200041123000407_,552175,0,44fz
0318200085422000015_,552175,0,44fz
0373200629923000129_,552175,0,44fz
0362100002222000057_,552175,0,44fz
0373100037222001233_,552175,0,44fz
0137100000422000057_,552175,0,44fz
0573100020523000083_,552175,0,44fz
0323100002023000044_,552175,0,44fz
0369100013322000004_,552175,0,44fz
0320100003722000030_,552175,0,44fz
0329300219722000035_,552175,0,44fz
0373200624323000084_,552175,0,44fz
0329300219722000037_,552175,0,44fz
0163200000322008526_,552175,0,44fz
0328300032822000348_,552175,0,44fz
0362100002223000049_,552175,0,44fz
0175300034122000052_,552175,0,44fz
0163200000323001199_,552175,0,44fz
0816500000622000281_,552175,0,44fz
0373200624323000117_,552175,0,44fz
0373200018822000209_,552175,0,44fz
0373200086723000619_,552175,0,44fz
0325100003923000077_,552175,0,44fz
0127200000222004669_,552175,0,44fz
0373200086722000425_,552175,0,44fz
0174500001123003801_,552175,0,44fz
0333100000222000027_,552175,0,44fz
0373200018823001195_,552175,0,44fz
0360300033023000017_,552175,0,44fz
0356200005122000483_,552175,0,44fz
0373200613023000006_,552175,0,44fz
0373200006222001128_,552175,0,44fz
0161300000122000753_,552175,0,44fz
0356200005122000484_,552175,0,44fz
0373200081223000041_,552175,0,44fz
0318300162023000038_,552175,0,44fz
0356500000822000090_,552175,0,44fz
0139200000122006105_,552175,0,44fz
0132600003923000066_,552175,0,44fz
0373200032222001129_,552175,0,44fz
0318300065123000188_,552175,0,44fz
0372200066523000061_,552175,0,44fz
0369100013322000051_,552175,0,44fz
0356200005122000082_,552175,0,44fz
0372200100323000047_,552175,0,44fz
0333100001622000033_,552175,0,44fz
0353100011522000036_,552175,0,44fz
0373200654222000014_,552175,0,44fz
0127200000223006320_,552175,0,44fz
0373200622723000003_,552175,0,44fz
0573100027723000664_,552175,0,44fz
ATOM30062200005_1,552175,0,atom
0144100000222000047_,552175,0,44fz
0320200007023000035_,552175,0,44fz
0328300032822000547_,552175,0,44fz
0373200018823001298_,552175,0,44fz
0156100008823000008_,552175,0,44fz
0373200018823001300_,552175,0,44fz
0373200653723000001_,552175,0,44fz
0373200086722000838_,552175,0,44fz
0373200032122000060_,552175,0,44fz
0372200066523000038_,552175,0,44fz
0369100013322000109_,552175,0,44fz
0318200085423000150_,552175,0,44fz
0319100030123000030_,552175,0,44fz
32312720829_1,552175,0,223fz
0121600019723000032_,552175,0,44fz
0122100002622000163_,552175,0,44fz
0117100002322000006_,552175,0,44fz
32312515116_1,552175,0,223fz
0117100002323000013_,552175,0,44fz
32211274919_1,552175,0,223fz
0122100002622000123_,552175,0,44fz
32211243279_1,552175,0,223fz
32211442559_1,552175,0,223fz
ATOM05032100218_1,957167,0,atom
0343200025921000230_,815623,0,44fz
0343200025921000468_,815623,0,44fz
0843100000221000100_,815623,0,44fz
0843100000221000093_,815623,0,44fz
0843100000221000069_,815623,0,44fz
0143100006521000003_,815623,0,44fz
0143100009621000031_,815623,0,44fz
0143100008821000007_,815623,0,44fz
0143100008821000003_,815623,0,44fz
0143100005821000029_,815623,0,44fz
0143100003621000001_,815623,0,44fz
0843500000221002876_,365583,1,44fz
0843500000221001350_,365583,1,44fz
0843500000221000910_,365583,1,44fz
0843500000221002569_,365583,1,44fz
0843500000221001708_,365583,1,44fz
0843500000221000002_,365583,1,44fz
0843500000221001372_,365583,1,44fz
0843500000221002897_,365583,1,44fz
0843500000221001944_,365583,1,44fz
0843500000221005869_,365583,1,44fz
0843500000221002579_,365583,1,44fz
0843500000221003305_,365583,1,44fz
0843500000221001139_,365583,1,44fz
0843500000221002879_,365583,1,44fz
0843500000221001492_,365583,1,44fz
0843500000221002101_,366512,1,44fz
32110628120_1,747852,1,223fz
32110847165_1,747852,1,223fz
0163200000321005573_,1254,0,44fz
0373200022221000776_,1254,0,44fz
0373100086921000429_,1254,0,44fz
0321200008721000187_,1254,0,44fz
0151100011721000008_,757419,1,44fz
32109883173_1,757419,1,223fz
32110151972_1,757419,1,223fz
0373100047421000925_,757419,1,44fz
0387200002821000125_,757419,1,44fz
0387200002821000193_,757419,1,44fz
0373100091421000107_,757419,1,44fz
0387200002821000919_,757419,1,44fz
0373200067021000806_,757419,1,44fz
32110977627_1,757419,1,223fz
32110618691_1,757419,1,223fz
32110900479_1,757419,1,223fz
32110958579_1,757419,1,223fz
32110778342_1,757419,1,223fz
32110427452_1,757419,1,223fz
32110197155_1,757419,1,223fz
0873500000821004106_,388417,1,44fz
0873500000821001662_,388417,1,44fz
0373200535621000001_,388417,1,44fz
0873500000821003737_,388417,1,44fz
0373200015521000224_,388417,1,44fz
0373200041121000783_,388417,1,44fz
0373200070521000035_,398897,1,44fz
0373100031921000060_,851057,0,44fz
0373200001221000016_,851057,0,44fz
0815200000121000279_,851057,0,44fz
0864500000221000242_,851057,0,44fz
32110486507_1,851057,0,223fz
0373200178121000001_,851057,0,44fz
0373200178121000042_,851057,0,44fz
0373100006321000012_,761347,1,44fz
0573500000121000358_,761347,1,44fz
0373200024421000030_,761347,1,44fz
0373200082121000659_,761347,1,44fz
0573500000121000528_,761347,1,44fz
0331100006821000042_,761347,1,44fz
0172300003921000013_,767018,1,44fz
32109996360_1,767018,1,223fz
32109923208_1,767018,1,223fz
32110397936_1,767018,1,223fz
0342200051121000003_,767018,1,44fz
0342200040121000081_,767018,1,44fz
0816500000621001922_,767018,1,44fz
0372200133121000071_,767018,1,44fz
0821600003221000021_,767018,1,44fz
0372200150521000006_,767018,1,44fz
0895100000121000032_,767018,1,44fz
0318300450523000003_,1254,1,44fz
0176200005523001767_,1254,1,44fz
0114500000822001049_,1254,1,44fz
0176200005523001691_,1254,1,44fz
0176200005523000646_,1254,1,44fz
0321300150522000002_,1254,1,44fz
0304100006423000018_,1254,1,44fz
0379100004323000008_,1254,1,44fz
0176200005522002447_,1254,1,44fz
0321300077123000007_,1254,1,44fz
0321300150523000001_,1254,1,44fz
0321300051323000066_,1254,1,44fz
COM07042100116_1,527901,1,com
COM07042100112_1,527901,1,com
COM07042100044_1,527901,1,com
COM07042100030_1,527901,1,com
COM26102100030_1,527901,1,com
0376300006621000041_,1254,1,44fz
0321300132721000277_,1254,1,44fz
0358300092921000498_,1254,1,44fz
0372200126521000003_,906623,0,44fz
0372200092521000014_,906623,0,44fz
0372200214221000001_,906623,0,44fz
0372200138321000005_,906623,0,44fz
0372200257221000003_,906623,0,44fz
0372200215721000002_,906623,0,44fz
0372200288021000003_,906623,0,44fz
0372200159321000009_,906623,0,44fz
0372100017221000015_,906623,0,44fz
0372200091221000003_,906623,0,44fz
0372200177121000006_,906623,0,44fz
0372200077021000001_,906623,0,44fz
0372200054421000038_,906623,0,44fz
0372200154321000001_,906623,0,44fz
0372200253221000015_,906623,0,44fz
0345100003721000007_,906623,0,44fz
0372200029221000036_,906623,0,44fz
0372200214721000001_,906623,0,44fz
0372200138321000004_,906623,0,44fz
0372200211821000007_,906623,0,44fz
0372200009821000075_,906623,0,44fz
0372200176721000010_,906623,0,44fz
0850200000421000692_,906623,0,44fz
0372200166121000003_,906623,0,44fz
0372200215121000004_,906623,0,44fz
0372200126521000002_,906623,0,44fz
0372200048021000105_,906623,0,44fz
0372200009821000010_,906623,0,44fz
0372200213421000012_,906623,0,44fz
0372200198321000025_,906623,0,44fz
0372200121321000018_,906623,0,44fz
0372200155321000041_,906623,0,44fz
0872400000221000185_,906623,0,44fz
0372200197221000007_,906623,0,44fz
0372200071221000027_,906623,0,44fz
0372200209321000042_,906623,0,44fz
0872400000221000186_,906623,0,44fz
0372200274021000022_,906623,0,44fz
0872400000221000192_,906623,0,44fz
0372100029821000066_,906623,0,44fz
0372100029821000067_,906623,0,44fz
0172100009121000010_,906623,0,44fz
0336100009721000059_,906623,0,44fz
0372200233421000021_,906623,0,44fz
0372200041521000008_,906623,0,44fz
0372100004221000002_,906623,0,44fz
0345200007821000010_,906623,0,44fz
0372200123621000002_,906623,0,44fz
0372100015121000002_,906623,0,44fz
0372200145321000008_,906623,0,44fz
0372200277821000067_,906623,0,44fz
0172100008521000009_,906623,0,44fz
0372200120021000034_,906623,0,44fz
0372200060221000025_,906623,0,44fz
0372100048821000252_,906623,0,44fz
0372200215221000001_,906623,0,44fz
0372200275621000039_,906623,0,44fz
0372200001721000026_,906623,0,44fz
0348100009521000058_,68945,0,44fz
0373100059321000253_,68945,0,44fz
0190200000321008604_,68945,0,44fz
0373200136721000035_,68945,0,44fz
0360200049721000097_,68945,0,44fz
0373200554121000038_,68945,0,44fz
0372200176921000140_,68945,0,44fz
0335200004721000103_,68945,0,44fz
0801200001721000151_,68945,0,44fz
0375100003621000601_,68945,0,44fz
0301300068221000034_,68945,0,44fz
0335200004721000104_,68945,0,44fz
0322300061421000131_,68945,0,44fz
0348300176921000018_,68945,0,44fz
0360300013021000060_,68945,0,44fz
0360300013021000199_,68945,0,44fz
0301300016021000062_,68945,0,44fz
0335200004721000105_,68945,0,44fz
0301200046621000258_,68945,0,44fz
32110483202_1,68945,0,223fz
0322300061421000132_,68945,0,44fz
0315300040421000061_,68945,0,44fz
0301300380021000433_,68945,0,44fz
0301300024021000051_,68945,0,44fz
0315200025821000016_,68945,0,44fz
32110772248_1,68945,0,223fz
0301300208021000014_,68945,0,44fz
0315200014321000041_,68945,0,44fz
0301300315421000015_,68945,0,44fz
0373200027821000021_,68945,0,44fz
0301300380021000028_,68945,0,44fz
0346200000221000049_,68945,0,44fz
0372200014821000034_,68945,0,44fz
0301200034621000075_,68945,0,44fz
0309200019721000064_,68945,0,44fz
0356300118321000040_,68945,0,44fz
0332100025121000371_,68945,0,44fz
0315300000421000071_,68945,0,44fz
0373200007721000030_,68945,0,44fz
0387200027521000038_,68945,0,44fz
0346200000221000163_,68945,0,44fz
0373200060121000031_,68945,0,44fz
0375200031521000166_,68945,0,44fz
0325100018521000161_,68945,0,44fz
0336100016121000010_,68945,0,44fz
0373200067021000483_,68945,0,44fz
0301200037621000147_,68945,0,44fz
0301200037621000127_,68945,0,44fz
0321300031521000206_,68945,0,44fz
0319300067321000055_,68945,0,44fz
0373200314321000048_,68945,0,44fz
0318300205521000031_,68945,0,44fz
0358300092921000485_,68945,0,44fz
0860200000821004501_,68945,0,44fz
0322300002121000009_,68945,0,44fz
0373200087821000958_,68945,0,44fz
0301200052121000783_,68945,0,44fz
0325200000321000081_,68945,0,44fz
0356300062721000044_,68945,0,44fz
0325200000221000377_,68945,0,44fz
0315200008021000010_,68945,0,44fz
0360100022721000236_,68945,0,44fz
0325300001221000009_,68945,0,44fz
0360300013021000139_,68945,0,44fz
0828100000721000038_,68945,0,44fz
0850200000421001096_,68945,0,44fz
0373200018121000112_,68945,0,44fz
0373100064121000113_,68945,0,44fz
0744200000221009985_,68945,0,44fz
0387200009121000560_,68945,0,44fz
0372200094421000142_,68945,0,44fz
0373100033621000021_,68945,0,44fz
0809600001321000001_,68945,0,44fz
0801500000921000068_,68945,0,44fz
0387200010521000016_,68945,0,44fz
0369300166021000108_,68945,0,44fz
0373200094121000051_,68945,0,44fz
0387200010521000100_,68945,0,44fz
0372200103021000032_,68945,0,44fz
0378200000821000051_,68945,0,44fz
0373100128521002000_,68945,0,44fz
0128200000120007853_,68945,0,44fz
0301300068221000133_,68945,0,44fz
0164200003021003990_,68945,0,44fz
0301100011321000083_,68945,0,44fz
0163200000321001226_,68945,0,44fz
0127100008421000026_,68945,0,44fz
0119100009921000100_,68945,0,44fz
0373200006222000462_,552175,1,44fz
0319100014222000067_,552175,1,44fz
0163200000323000794_,552175,1,44fz
0373200041123000639_,552175,1,44fz
0320100028422000003_,552175,1,44fz
0818400001123000005_,552175,1,44fz
0373200032122000048_,552175,1,44fz
0373200017522000653_,552175,1,44fz
0353100011522000049_,552175,1,44fz
0340100004622000105_,552175,1,44fz
0118300003222000269_,552175,1,44fz
0144100000223000044_,552175,1,44fz
0133300010322000051_,552175,1,44fz
0318300162022000012_,552175,1,44fz
0163200000322001951_,552175,1,44fz
0318300162022000013_,552175,1,44fz
0373200041123000499_,552175,1,44fz
0356100023122000029_,552175,1,44fz
0132300007523000293_,552175,1,44fz
0373200006222000474_,552175,1,44fz
0301300247622000285_,552175,1,44fz
0162300005322000543_,552175,1,44fz
0362200014422000303_,552175,1,44fz
0301200046623000117_,552175,1,44fz
0316100015223000080_,552175,1,44fz
0373200613022000041_,552175,1,44fz
0335600001123000114_,552175,1,44fz
0335600001123000115_,552175,1,44fz
0335600001123000156_,552175,1,44fz
32211460691_1,552175,1,223fz
0373200041122000980_,552175,1,44fz
0373100017123000012_,552175,1,44fz
0328300032822000406_,552175,1,44fz
0328300032822000357_,552175,1,44fz
0848300053223000153_,552175,1,44fz
0848300053222000066_,552175,1,44fz
0320300073223000144_,552175,1,44fz
0122300006122000243_,552175,1,44fz
0363100004422000054_,552175,1,44fz
0573100020522000033_,552175,1,44fz
0333100000222000028_,552175,1,44fz
0373500001423000159_,552175,1,44fz
0373200017522001154_,552175,1,44fz
0373200558322000116_,552175,1,44fz
0363100004423000006_,552175,1,44fz
32110816453_1,454342,1,223fz
32110289591_1,454342,1,223fz
32110936700_1,454342,1,223fz
32110458153_1,454342,1,223fz
32110758685_1,454342,1,223fz
32110426655_1,454342,1,223fz
32110443393_1,454342,1,223fz
32110818811_1,454342,1,223fz
32110762451_1,454342,1,223fz
32110445983_1,454342,1,223fz
32110470170_1,454342,1,223fz
32110221193_1,454342,1,223fz
32110759014_1,454342,1,223fz
0373200611621000074_,552175,0,44fz
32110737362_1,552175,0,223fz
32110687880_1,552175,0,223fz
0335600001121000086_,552175,0,44fz
0321300001121000552_,552175,0,44fz
32110009177_1,552175,0,223fz
0121600005621000145_,552175,0,44fz
0373200014221001640_,552175,0,44fz
0573100002521000800_,552175,0,44fz
0348100075221000154_,552175,0,44fz
0122300006121000116_,552175,0,44fz
0373200644421000021_,552175,0,44fz
0375300008521000011_,552175,0,44fz
0335300000221000774_,552175,0,44fz
0121600003821000175_,552175,0,44fz
0328300032821000160_,552175,0,44fz
0340100004621000079_,552175,0,44fz
0132600007221000135_,552175,0,44fz
0339100014521000012_,552175,0,44fz
0369100013321000033_,552175,0,44fz
0321300001121000722_,552175,0,44fz
0369100013321000124_,552175,0,44fz
0180300000221000349_,552175,0,44fz
0180300000221000340_,552175,0,44fz
0356300201721000003_,552175,0,44fz
0340100015321000067_,552175,0,44fz
0356200008021000003_,552175,0,44fz
0836600003321000175_,552175,0,44fz
0190200000321011290_,552175,0,44fz
0121600013921000122_,552175,0,44fz
0122300006121000474_,552175,0,44fz
0133300010321000044_,552175,0,44fz
0121600013921000121_,552175,0,44fz
0127200000221006322_,552175,0,44fz
0142300001221000624_,552175,0,44fz
0301100011321000107_,552175,0,44fz
0156600018621000019_,552175,0,44fz
0132600007221000186_,552175,0,44fz
0132600007221000136_,552175,0,44fz
0333100000221000020_,552175,0,44fz
0320100028421000008_,552175,0,44fz
0324100010421000105_,552175,0,44fz
0356300201721000004_,552175,0,44fz
0320400000421000280_,552175,0,44fz
0318300065121000110_,552175,0,44fz
0359100003721000012_,552175,0,44fz
0340100015321000064_,552175,0,44fz
0362100002221000119_,552175,0,44fz
0353100006021000141_,552175,0,44fz
0304100005621000038_,552175,0,44fz
0324100006021000033_,552175,0,44fz
0335600001121000009_,552175,0,44fz
0362100002221000028_,552175,0,44fz
0335600001121000010_,552175,0,44fz
0333100001621000001_,552175,0,44fz
0373200018821000884_,552175,0,44fz
0860200000821004366_,552175,0,44fz
0801300011921000272_,552175,0,44fz
0373200018821000157_,552175,0,44fz
0373200018821000149_,552175,0,44fz
0373200006221000609_,552175,0,44fz
